Source path,Class name,Signature,Checksum,Description,Return value description,Technique 1,Technique 2,Technique 3,Inference time (ms),Input tokens,Output tokens
trade-processor/src/main/java/finos/traderx/messaging/socketio/SocketIOJSONSubscriber.java,finos.traderx.messaging.socketio.SocketIOJSONSubscriber,"finos.traderx.messaging.socketio.SocketIOJSONSubscriber{name=onMessage,return=void,parameters=[finos.traderx.messaging.Envelope<Generic{?}>,Generic{T}]}",4b9133b96a7be66504a6bd874a45f86da26592e02c869d0b8d20edca83867dc6,,,,,,0,250,0
trade-processor/src/main/java/finos/traderx/messaging/socketio/SocketIOJSONSubscriber.java,finos.traderx.messaging.socketio.SocketIOJSONSubscriber,"finos.traderx.messaging.socketio.SocketIOJSONSubscriber{name=subscribe,return=void,parameters=[java.lang.String]}",7113e43a855007f6fee660eee8be35be62c1f17cf859f7f2c103ab48818a5848,,,,,,0,276,0
trade-processor/src/main/java/finos/traderx/messaging/socketio/SocketIOJSONSubscriber.java,finos.traderx.messaging.socketio.SocketIOJSONSubscriber,"finos.traderx.messaging.socketio.SocketIOJSONSubscriber{name=unsubscribe,return=void,parameters=[java.lang.String]}",9deb5d04f190b387c9c3ea978767c4acfb710053255c8daa2e0212861992f500,,,,,,0,258,0
trade-processor/src/main/java/finos/traderx/messaging/socketio/SocketIOJSONSubscriber.java,finos.traderx.messaging.socketio.SocketIOJSONSubscriber,"finos.traderx.messaging.socketio.SocketIOJSONSubscriber{name=disconnect,return=void,parameters=[]}",05c3c1acd3a8cca25e560345b12e2bf695f0858d58ec297fad6eb38e100037b9,,,,,,0,265,0
trade-processor/src/main/java/finos/traderx/messaging/socketio/SocketIOJSONSubscriber.java,finos.traderx.messaging.socketio.SocketIOJSONSubscriber,"finos.traderx.messaging.socketio.SocketIOJSONSubscriber{name=connect,return=void,parameters=[]}",ffd0425b2b98624ddb5810f31c47c7bad8b87fec6453a4fc3c60afacbb46d4a0,,,,,,0,300,0
trade-processor/src/main/java/finos/traderx/messaging/socketio/SocketIOJSONSubscriber.java,finos.traderx.messaging.socketio.SocketIOJSONSubscriber,"finos.traderx.messaging.socketio.SocketIOJSONSubscriber{name=internalConnect,return=io.socket.client.Socket,parameters=[java.net.URI]}",c002a2dce68ef83499620b60bd063313bf030dd701af83088bfc0faec33cedea,,,,,,0,679,0
trade-processor/src/main/java/finos/traderx/messaging/socketio/SocketIOJSONSubscriber.java,finos.traderx.messaging.socketio.SocketIOJSONSubscriber,"finos.traderx.messaging.socketio.SocketIOJSONSubscriber{name=afterPropertiesSet,return=void,parameters=[]}",cfcc5b0d49141b03e6060827f731fa979977c90b44e3bfeca8bf070da1882c56,,,,,,0,242,0
trade-processor/src/main/java/finos/traderx/tradeprocessor/OpenApiConfig.java,finos.traderx.tradeprocessor.OpenApiConfig,"finos.traderx.tradeprocessor.OpenApiConfig{name=config,return=io.swagger.v3.oas.models.OpenAPI,parameters=[]}",edb8fc9b8539b13c4e965231c966b4e868025c0330fbfc2abb34ec235f1a834b,,,,,,0,367,0
trade-processor/src/main/java/finos/traderx/tradeprocessor/PubSubConfig.java,finos.traderx.tradeprocessor.PubSubConfig,"finos.traderx.tradeprocessor.PubSubConfig{name=positionPublisher,return=finos.traderx.messaging.Publisher<finos.traderx.tradeprocessor.model.Position>,parameters=[]}",7df5a275b1f8a859a9d784a9f078af2a052d8ecee848696383a732f95625c318,,,,,,0,331,0
trade-processor/src/main/java/finos/traderx/tradeprocessor/PubSubConfig.java,finos.traderx.tradeprocessor.PubSubConfig,"finos.traderx.tradeprocessor.PubSubConfig{name=tradePublisher,return=finos.traderx.messaging.Publisher<finos.traderx.tradeprocessor.model.Trade>,parameters=[]}",717abf70da437cf283c4310d27f84748af4ac06799c7821ec8c904acc6f88ec0,,,,,,0,332,0
trade-processor/src/main/java/finos/traderx/tradeprocessor/PubSubConfig.java,finos.traderx.tradeprocessor.PubSubConfig,"finos.traderx.tradeprocessor.PubSubConfig{name=tradeFeedHandler,return=finos.traderx.messaging.Subscriber<finos.traderx.tradeprocessor.model.TradeOrder>,parameters=[]}",ea57963cfa7ae6ae1c06d03f2b398713cbe738712013c9e9e424b92566324cc7,,,,,,0,321,0
trade-processor/src/main/java/finos/traderx/tradeprocessor/TradeFeedHandler.java,finos.traderx.tradeprocessor.TradeFeedHandler,"finos.traderx.tradeprocessor.TradeFeedHandler{name=onMessage,return=void,parameters=[finos.traderx.messaging.Envelope<Generic{?}>,finos.traderx.tradeprocessor.model.TradeOrder]}",36462118c99f9aa722365eb9cfde92a3bd35ab7bb7ddd3118311a1d2f7768784,,,,,,0,341,0
trade-processor/src/main/java/finos/traderx/tradeprocessor/TradeProcessorApplication.java,finos.traderx.tradeprocessor.TradeProcessorApplication,"finos.traderx.tradeprocessor.TradeProcessorApplication{name=main,return=void,parameters=[java.lang.String[]]}",965a798e4333634b8053ed277727bc7494708297a44c9ad5c870bda4f57083c5,,,,,,0,261,0
trade-processor/src/main/java/finos/traderx/tradeprocessor/controller/DocsController.java,finos.traderx.tradeprocessor.controller.DocsController,"finos.traderx.tradeprocessor.controller.DocsController{name=index,return=java.lang.String,parameters=[]}",54c49c322fc5ebb2b689bec49477af356467900f3d772f06eaa8a3835791171d,,,,,,0,242,0
trade-processor/src/main/java/finos/traderx/tradeprocessor/controller/TradeServiceController.java,finos.traderx.tradeprocessor.controller.TradeServiceController,"finos.traderx.tradeprocessor.controller.TradeServiceController{name=processOrder,return=org.springframework.http.ResponseEntity<finos.traderx.tradeprocessor.model.TradeBookingResult>,parameters=[finos.traderx.tradeprocessor.model.TradeOrder]}",f3788555358788df59a66742c86cc1695e210b4bd4620a6c9317094faa7d5bbb,,,,,,0,333,0
trade-processor/src/main/java/finos/traderx/tradeprocessor/model/TradeResponse.java,finos.traderx.tradeprocessor.model.TradeResponse,"finos.traderx.tradeprocessor.model.TradeResponse{name=success,return=finos.traderx.tradeprocessor.model.TradeResponse,parameters=[java.lang.String]}",4802b2723c524f34a3a1be2f3d8b5a65e24123c9b32b6bc5057c8d2ae4b46b5f,,,,,,0,271,0
trade-processor/src/main/java/finos/traderx/tradeprocessor/model/TradeResponse.java,finos.traderx.tradeprocessor.model.TradeResponse,"finos.traderx.tradeprocessor.model.TradeResponse{name=error,return=finos.traderx.tradeprocessor.model.TradeResponse,parameters=[java.lang.String]}",062b55748b06a7185018da100d0a219bcd60f4d4b85d0fd61271c7acc6158071,,,,,,0,272,0
trade-processor/src/main/java/finos/traderx/tradeprocessor/repository/PositionRepository.java,finos.traderx.tradeprocessor.repository.PositionRepository,"finos.traderx.tradeprocessor.repository.PositionRepository{name=findByAccountId,return=java.util.List<finos.traderx.tradeprocessor.model.Position>,parameters=[java.lang.Integer]}",a8de46ead67e2f8ef352c20144033554a95602048e3b120bd389c49b4522a24b,,,,,,0,241,0
trade-processor/src/main/java/finos/traderx/tradeprocessor/repository/PositionRepository.java,finos.traderx.tradeprocessor.repository.PositionRepository,"finos.traderx.tradeprocessor.repository.PositionRepository{name=findByAccountIdAndSecurity,return=finos.traderx.tradeprocessor.model.Position,parameters=[java.lang.Integer,java.lang.String]}",6bcee9a394742065479d615835593a04d65d238f2c44ad8c05e71f0076ace64a,,,,,,0,242,0
trade-processor/src/main/java/finos/traderx/tradeprocessor/repository/TradeRepository.java,finos.traderx.tradeprocessor.repository.TradeRepository,"finos.traderx.tradeprocessor.repository.TradeRepository{name=findByAccountId,return=java.util.List<finos.traderx.tradeprocessor.model.Trade>,parameters=[java.lang.Integer]}",e3e015f6a93194f03ca8753d598be920ba8afc884c4f92ab45591804be243496,,,,,,0,242,0
trade-processor/src/main/java/finos/traderx/tradeprocessor/service/TradeService.java,finos.traderx.tradeprocessor.service.TradeService,"finos.traderx.tradeprocessor.service.TradeService{name=processTrade,return=finos.traderx.tradeprocessor.model.TradeBookingResult,parameters=[finos.traderx.tradeprocessor.model.TradeOrder]}",d7ddff183d379c1f3f50eb8ef80cf346c8e3c42e3e9b41fda2183b0673acab65,,,,,,0,781,0
trade-service/src/main/java/finos/traderx/messaging/Publisher.java,finos.traderx.messaging.Publisher,"finos.traderx.messaging.Publisher{name=publish,return=void,parameters=[Generic{T}]}",6fdf7240ae7e5beb130716c7fd8399833b4fd1b46fb8d4936649c773170e7378,,,,,,0,240,0
trade-service/src/main/java/finos/traderx/messaging/Publisher.java,finos.traderx.messaging.Publisher,"finos.traderx.messaging.Publisher{name=publish,return=void,parameters=[java.lang.String,Generic{T}]}",5910b89f528fabead48516e131bfc0ecfdafca01261bcc49640efc568e290744,,,,,,0,243,0
trade-service/src/main/java/finos/traderx/messaging/Publisher.java,finos.traderx.messaging.Publisher,"finos.traderx.messaging.Publisher{name=connect,return=void,parameters=[]}",a0901d18e3eb4f5877ccf80fb77efa1e5c08dfb59026166e132a28d590aa9827,,,,,,0,238,0
trade-service/src/main/java/finos/traderx/messaging/Publisher.java,finos.traderx.messaging.Publisher,"finos.traderx.messaging.Publisher{name=disconnect,return=void,parameters=[]}",5db22e7dc969f618358ebb97c29bdc3ebcee2a8ea7a71e10b7e37a885b20520d,,,,,,0,238,0
trade-service/src/main/java/finos/traderx/messaging/Subscriber.java,finos.traderx.messaging.Subscriber,"finos.traderx.messaging.Subscriber{name=subscribe,return=void,parameters=[java.lang.String]}",8403fc6d5ababe6f27fa99098142483f87e5d62ba4e72c5b254fee57118daa04,,,,,,0,240,0
trade-service/src/main/java/finos/traderx/messaging/Subscriber.java,finos.traderx.messaging.Subscriber,"finos.traderx.messaging.Subscriber{name=unsubscribe,return=void,parameters=[java.lang.String]}",659154eaa2a72f27fed92a728f937c2a4ceb3d7de3ae4b7734a5d494e79cfa47,,,,,,0,240,0
trade-service/src/main/java/finos/traderx/messaging/Subscriber.java,finos.traderx.messaging.Subscriber,"finos.traderx.messaging.Subscriber{name=onMessage,return=void,parameters=[finos.traderx.messaging.Envelope<Generic{?}>,Generic{T}]}",27b818882c1571308962d234559386dd60930a6554d74dd369f9ed99980bae6a,,,,,,0,249,0
trade-service/src/main/java/finos/traderx/messaging/Subscriber.java,finos.traderx.messaging.Subscriber,"finos.traderx.messaging.Subscriber{name=connect,return=void,parameters=[]}",a0901d18e3eb4f5877ccf80fb77efa1e5c08dfb59026166e132a28d590aa9827,,,,,,0,238,0
trade-service/src/main/java/finos/traderx/messaging/Subscriber.java,finos.traderx.messaging.Subscriber,"finos.traderx.messaging.Subscriber{name=disconnect,return=void,parameters=[]}",5db22e7dc969f618358ebb97c29bdc3ebcee2a8ea7a71e10b7e37a885b20520d,,,,,,0,238,0
trade-service/src/main/java/finos/traderx/messaging/socketio/SocketIOJSONPublisher.java,finos.traderx.messaging.socketio.SocketIOJSONPublisher,"finos.traderx.messaging.socketio.SocketIOJSONPublisher{name=publish,return=void,parameters=[Generic{T}]}",6b17ff8875e02ace82c5a6bc7a12812308799f937360ea1ccd6f3c872505d635,,,,,,0,249,0
trade-service/src/main/java/finos/traderx/messaging/socketio/SocketIOJSONPublisher.java,finos.traderx.messaging.socketio.SocketIOJSONPublisher,"finos.traderx.messaging.socketio.SocketIOJSONPublisher{name=publish,return=void,parameters=[java.lang.String,Generic{T}]}",5d4a3bbb33bba96563395b4c0e32ea04d371b4a0122d61d55cfc788f976f67ed,,,,,,0,412,0
trade-service/src/main/java/finos/traderx/messaging/socketio/SocketIOJSONPublisher.java,finos.traderx.messaging.socketio.SocketIOJSONPublisher,"finos.traderx.messaging.socketio.SocketIOJSONPublisher{name=disconnect,return=void,parameters=[]}",05c3c1acd3a8cca25e560345b12e2bf695f0858d58ec297fad6eb38e100037b9,,,,,,0,265,0
trade-service/src/main/java/finos/traderx/messaging/socketio/SocketIOJSONPublisher.java,finos.traderx.messaging.socketio.SocketIOJSONPublisher,"finos.traderx.messaging.socketio.SocketIOJSONPublisher{name=connect,return=void,parameters=[]}",ffd0425b2b98624ddb5810f31c47c7bad8b87fec6453a4fc3c60afacbb46d4a0,,,,,,0,300,0
trade-service/src/main/java/finos/traderx/messaging/socketio/SocketIOJSONPublisher.java,finos.traderx.messaging.socketio.SocketIOJSONPublisher,"finos.traderx.messaging.socketio.SocketIOJSONPublisher{name=internalConnect,return=io.socket.client.Socket,parameters=[java.net.URI]}",39cc61f812a437e81042a5bae110eee0fec3777090a6d4f3798de17dfff111f6,,,,,,0,251,0
trade-service/src/main/java/finos/traderx/messaging/socketio/SocketIOJSONPublisher.java,finos.traderx.messaging.socketio.SocketIOJSONPublisher,"finos.traderx.messaging.socketio.SocketIOJSONPublisher{name=afterPropertiesSet,return=void,parameters=[]}",dcbbe43b41e148061d2e8bfea5094799e9748cc639215bb10d312d21b8fb3b60,,,,,,0,444,0
trade-service/src/main/java/finos/traderx/messaging/socketio/SocketIOJSONSubscriber.java,finos.traderx.messaging.socketio.SocketIOJSONSubscriber,"finos.traderx.messaging.socketio.SocketIOJSONSubscriber{name=onMessage,return=void,parameters=[finos.traderx.messaging.Envelope<Generic{?}>,Generic{T}]}",4b9133b96a7be66504a6bd874a45f86da26592e02c869d0b8d20edca83867dc6,,,,,,0,250,0
trade-service/src/main/java/finos/traderx/messaging/socketio/SocketIOJSONSubscriber.java,finos.traderx.messaging.socketio.SocketIOJSONSubscriber,"finos.traderx.messaging.socketio.SocketIOJSONSubscriber{name=subscribe,return=void,parameters=[java.lang.String]}",7113e43a855007f6fee660eee8be35be62c1f17cf859f7f2c103ab48818a5848,,,,,,0,276,0
trade-service/src/main/java/finos/traderx/messaging/socketio/SocketIOJSONSubscriber.java,finos.traderx.messaging.socketio.SocketIOJSONSubscriber,"finos.traderx.messaging.socketio.SocketIOJSONSubscriber{name=unsubscribe,return=void,parameters=[java.lang.String]}",9deb5d04f190b387c9c3ea978767c4acfb710053255c8daa2e0212861992f500,,,,,,0,258,0
trade-service/src/main/java/finos/traderx/messaging/socketio/SocketIOJSONSubscriber.java,finos.traderx.messaging.socketio.SocketIOJSONSubscriber,"finos.traderx.messaging.socketio.SocketIOJSONSubscriber{name=disconnect,return=void,parameters=[]}",05c3c1acd3a8cca25e560345b12e2bf695f0858d58ec297fad6eb38e100037b9,,,,,,0,265,0
trade-service/src/main/java/finos/traderx/messaging/socketio/SocketIOJSONSubscriber.java,finos.traderx.messaging.socketio.SocketIOJSONSubscriber,"finos.traderx.messaging.socketio.SocketIOJSONSubscriber{name=connect,return=void,parameters=[]}",ffd0425b2b98624ddb5810f31c47c7bad8b87fec6453a4fc3c60afacbb46d4a0,,,,,,0,300,0
trade-service/src/main/java/finos/traderx/messaging/socketio/SocketIOJSONSubscriber.java,finos.traderx.messaging.socketio.SocketIOJSONSubscriber,"finos.traderx.messaging.socketio.SocketIOJSONSubscriber{name=internalConnect,return=io.socket.client.Socket,parameters=[java.net.URI]}",c002a2dce68ef83499620b60bd063313bf030dd701af83088bfc0faec33cedea,,,,,,0,679,0
trade-service/src/main/java/finos/traderx/messaging/socketio/SocketIOJSONSubscriber.java,finos.traderx.messaging.socketio.SocketIOJSONSubscriber,"finos.traderx.messaging.socketio.SocketIOJSONSubscriber{name=afterPropertiesSet,return=void,parameters=[]}",cfcc5b0d49141b03e6060827f731fa979977c90b44e3bfeca8bf070da1882c56,,,,,,0,242,0
trade-service/src/main/java/finos/traderx/tradeservice/OpenApiConfig.java,finos.traderx.tradeservice.OpenApiConfig,"finos.traderx.tradeservice.OpenApiConfig{name=config,return=io.swagger.v3.oas.models.OpenAPI,parameters=[]}",94789444654138276e7ba8a276c6dfe34575c436475183348197cd875f49cb2c,,,,,,0,359,0
